epoch,train_loss,val_loss,lr,ema_momentum,imgsz,mask_ratio
40,0.025174915355249693,0.016091578675545233,3.775e-05,0.9970364745084376,256,0.35
41,0.025401609952432742,0.015985585924290037,3.7002053288254325e-05,0.9970815133409412,256,0.35
42,0.02480498913065523,0.016045094292558813,3.62400930963324e-05,0.9971269651692527,256,0.35
43,0.025100287529143884,0.016009737788362302,3.546504775535711e-05,0.9971727851379052,256,0.35
44,0.025207130288755573,0.015995753868666432,3.467786153868985e-05,0.9972189280281214,256,0.35
45,0.025073052852729923,0.016090603047103788,3.387949351147889e-05,0.9972653483024396,256,0.35
46,0.02487617304433131,0.016281143965713177,3.307091636218621e-05,0.9973120001496535,256,0.35
47,0.025304881766414794,0.01605856462986489,3.225311521751648e-05,0.9973588375300222,256,0.35
48,0.02493240077682254,0.015947720112830514,3.142708644219186e-05,0.9974058142207061,256,0.35
49,0.0250271794592017,0.016044988938319713,3.05938364250351e-05,0.9974528838613828,256,0.35
50,0.025116923979716006,0.015948687700183147,2.97543803528398e-05,0.9975,256,0.35
51,0.024946221927201615,0.01606137464663163,2.8909740973521605e-05,0.9975471161386172,256,0.35
52,0.02476594823343007,0.0160140501479636,2.8060947350057514e-05,0.9975941857792939,256,0.35
53,0.025215190890673044,0.016078337952447286,2.720903360673107e-05,0.9976411624699778,256,0.35
54,0.02507530315608876,0.01593764891239709,2.635503766921128e-05,0.9976879998503465,256,0.35
55,0.02510916433979673,0.016067011285398104,2.5500000000000003e-05,0.9977346516975604,256,0.35
56,0.025033952182659285,0.015913873207974313,2.4644962330788736e-05,0.9977810719718786,256,0.35
57,0.02480851971619838,0.015994849082276583,2.3790966393268934e-05,0.9978272148620948,256,0.35
58,0.024997916187504705,0.01593569953117657,2.2939052649942496e-05,0.9978730348307473,256,0.35
59,0.024770253434161314,0.01588330129717667,2.2090259026478405e-05,0.9979184866590588,256,0.35
60,0.02474352898629936,0.01593879670889284,2.124561964716021e-05,0.9979635254915624,256,0.35
61,0.024917426219710485,0.015998273278471777,2.0406163574964904e-05,0.9980081068803679,256,0.35
62,0.024758509483146934,0.015935067088595264,1.9572913557808146e-05,0.998052186829027,256,0.35
63,0.0247616330608844,0.016075887772925623,1.8746884782483525e-05,0.9980957218359522,256,0.35
64,0.02474371270115216,0.015928328334291145,1.792908363781379e-05,0.9981386689373476,256,0.35
65,0.024858638320846664,0.015987673131784536,1.712050648852112e-05,0.9981809857496093,256,0.35
66,0.024648221097708884,0.01595164906456025,1.6322138461310157e-05,0.9982226305111526,256,0.35
67,0.024787693393723196,0.016009422656967573,1.5534952244642897e-05,0.9982635621236255,256,0.35
68,0.02490907355977166,0.015883887681300637,1.4759906903667603e-05,0.9983037401924685,256,0.35
69,0.02489538787788636,0.015983029174011346,1.3997946711745685e-05,0.9983431250667782,256,0.35
70,0.02468105441992821,0.01589738850965812,1.3250000000000007e-05,0.9983816778784387,256,0.35
71,0.024950710026064624,0.015874509538702543,1.2516978026286484e-05,0.9984193605804794,256,0.35
72,0.024761343182957418,0.015873028435229572,1.1799773864966708e-05,0.998456135984623,256,0.35
73,0.02514245329640912,0.016043702836279795,1.1099261318834413e-05,0.9984919677979854,256,0.35
74,0.024585581984850675,0.015906968170580522,1.0416293854521374e-05,0.998526820658893,256,0.35
75,0.024472554716235693,0.01595268200779999,9.751703562679787e-06,0.9985606601717798,256,0.35
76,0.02474496868129565,0.015985909358301263,9.106300144207982e-06,0.9985934529411321,256,0.35
77,0.02474628576389936,0.01596849679052262,8.480869923754565e-06,0.9986251666044457,256,0.35
78,0.024539439439986772,0.015937061605234233,7.876174891703052e-06,0.9986557698641637,256,0.35
79,0.024614658681690597,0.015878987696206402,7.292951775803839e-06,0.9986852325185636,256,0.35
80,0.024581540467747635,0.015893409008531815,6.731911143585042e-06,0.9987135254915624,256,0.35
81,0.02461504667985515,0.015913732471761057,6.193736536635314e-06,0.9987406208614118,256,0.35
82,0.024743226011222988,0.015867164602273606,5.6790836378137905e-06,0.9987664918882531,256,0.35
83,0.024646609126692358,0.01590620984206168,5.188579472401481e-06,0.9987911130405059,256,0.35
84,0.024277995373396314,0.01581218411845393,4.722821644167564e-06,0.9988144600200658,256,0.35
85,0.024797923531863005,0.015832583511099126,4.282377607281252e-06,0.9988365097862826,256,0.35
86,0.024813714581401056,0.01587124806953052,3.867783974956289e-06,0.9988572405786991,256,0.35
87,0.024460025449151643,0.015934607553682756,3.479545865670413e-06,0.9988766319385259,256,0.35
88,0.024884111817410907,0.015855872405993513,3.1181362877562766e-06,0.9988946647288324,256,0.35
89,0.024849399079128934,0.015853460366912233,2.783995563113711e-06,0.9989113211534313,256,0.35
90,0.024665587676158958,0.01589712047809794,2.4775307907452464e-06,0.9989265847744427,256,0.35
91,0.02433640669397595,0.015847935465553815,2.1991153507687385e-06,0.9989404405285154,256,0.35
92,0.024320127325212444,0.01583955247958665,1.9490884495111874e-06,0.9989528747416929,256,0.35
93,0.024760061623276892,0.015846406848062176,1.7277547062380866e-06,0.9989638751429081,256,0.35
94,0.024760616665472097,0.015894769147757958,1.5353837820217607e-06,0.998973430876093,256,0.35
95,0.024702880390592524,0.015909800755648178,1.3722100512009034e-06,0.9989815325108927,256,0.35
96,0.024976576572144922,0.015915492488002687,1.2384323158315262e-06,0.9989881720519718,256,0.35
97,0.024776260015837527,0.015936900494712507,1.1342135634773044e-06,0.9989933429469047,256,0.35
98,0.024416392502065492,0.015899588340914688,1.059680768634307e-06,0.9989970400926425,256,0.35
99,0.024496895774890965,0.015799921368079537,1.0149247380321538e-06,0.9989992598405486,256,0.35
100,0.02466902489787255,0.015930992352339562,1e-06,0.999,256,0.35
