epoch,train_loss,train_dice_loss,train_tversky_loss,train_focal_loss,train_dice,train_iou,train_precision,train_recall,train_hd95,train_asd,train_pred_fg_ratio,val_loss,val_dice_loss,val_tversky_loss,val_focal_loss,val_dice,val_iou,val_precision,val_recall,val_hd95,val_asd,val_pred_fg_ratio
30,0.10985597701763974,0.13633925783994277,0.12916956148769215,0.018262238148155672,0.8641285030357021,0.7938877256129737,0.859062658215912,0.8959259887163985,11.784363375222387,5.396542943021767,0.016818886263993464,0.13555445898385787,0.17017568892111773,0.1562717760684681,0.024877354249433915,0.8295064951874922,0.7556369326162335,0.8136429959643755,0.8874822047875426,15.819430795682566,8.248186016526205,0.017808614043414894
31,0.10782230755873913,0.13394084452445632,0.12673115682905164,0.01776752606358539,0.8664514814166598,0.7965000542270295,0.8616793437928348,0.8993113269266925,10.737008529715832,4.543396741954654,0.01683659441366517,0.15922783441567057,0.1925923083607093,0.19215100912763022,0.026652525318875256,0.8087494531820437,0.7404974804922503,0.8308395461018986,0.8235011461396726,22.31791164003653,16.322752119963848,0.015851790529822336
32,0.10690609365820126,0.13252768611301488,0.12594097229179782,0.017593142589286195,0.867936514229272,0.7989558094084515,0.8640610659138244,0.8974081742557554,11.299475934557755,5.4281778346820575,0.016749077061521574,0.13527501225140148,0.16702057074712828,0.15940570240553936,0.023522505811220354,0.8336823703801503,0.764110869562772,0.8317376293668789,0.8688585283000596,17.20036832799161,11.064960248716327,0.016851415488925683
33,0.10563932035728366,0.13118370585676598,0.12425204742883461,0.017325087551646443,0.8691673417288055,0.799816033701653,0.8641784031527882,0.8994388567974554,10.655633757429674,5.076348004064559,0.016869643806122856,0.13533154717176737,0.16571247691272023,0.16180308975440272,0.02162659240636875,0.8353637196963694,0.7661066674090413,0.8492438470910709,0.8595782993275318,15.881123778027327,9.182710843132384,0.01611302951870836
34,0.10556621055617715,0.13131824583999682,0.12425633350502706,0.016681885896087736,0.8690162804507419,0.8002126625629481,0.8623422030871268,0.899463591918716,11.137012882325124,5.1705431069347485,0.016824483416751926,0.14474680538619414,0.17655136367114405,0.1711619261562294,0.02830743785708518,0.8242053840706457,0.756529814212305,0.8333417095519977,0.8541803076739538,20.013572909505235,13.121986408665927,0.016688312975888325
35,0.10390583925091311,0.12912020687079012,0.12217796172928924,0.016932848920610352,0.8713991035853629,0.8032748810230355,0.8655667818383267,0.9014181004320705,10.616171054565747,5.10783504215599,0.01683505689423325,0.14658833693670348,0.1783175208668545,0.17681270875652075,0.02268121328978211,0.8232086098797149,0.7556529328441236,0.8437034702776678,0.8388729089878685,18.138100671586653,11.689585694943927,0.014930531458201142
36,0.10139628350260906,0.12613552905417777,0.11919322470602815,0.016323900871816874,0.8741830375415037,0.8059839891460634,0.8693382613407066,0.903939300232092,10.524864950891672,4.712428902233824,0.016798253432247796,0.1389225638688103,0.17086940678132384,0.16228566774116235,0.028302660153491192,0.829213545262608,0.7582868305080285,0.8252411641159575,0.8677490998645294,19.091305574941153,12.486122477624736,0.01723892676648755
37,0.10123623336749729,0.12583220065682416,0.1190910190959803,0.01633471988699738,0.8744882035204363,0.8069935323859998,0.869499340164219,0.904460412050561,10.465377226879244,5.031822514426003,0.01683130767492451,0.14115708694335313,0.1708979259755136,0.16863559070960388,0.02671838942779112,0.8300112947705272,0.7594484139803798,0.8439986930303953,0.8503836435783624,19.936742682293588,12.234486005112982,0.01604012426386025
38,0.09934810150432473,0.12358096585933279,0.116710653687888,0.016157260748064693,0.8767859486806293,0.8098190754444392,0.8698409896472856,0.906220018460927,10.792039848139387,5.276851658599814,0.016954556590648342,0.14612401757280435,0.18176409106090988,0.1715199932209873,0.02405190380204947,0.8187313118374573,0.7469685354318945,0.8119578834606038,0.8658943175194683,19.47863024563959,12.718853901674603,0.016809705550295446
39,0.09803055635577923,0.1220649535402016,0.11504696567790118,0.01592893540890316,0.8783416985929758,0.810657548077548,0.8709892132354543,0.9079588685263608,9.781196257545929,4.184298788396865,0.01690098107126361,0.1474417222585657,0.179103001327345,0.17556262152622132,0.027877355504454394,0.8219159822673138,0.7554903621004382,0.8358444956446248,0.8453747669384103,20.295496175434383,14.154522477148035,0.016098913202430995
40,0.09662589447747542,0.12025169998359983,0.11351484456388294,0.015596375942181363,0.8800729517562388,0.8138400824434331,0.8714834772356777,0.9082146190663242,10.576453093692745,5.379757865442784,0.016866263203460248,0.13721308546209426,0.17094154317012433,0.16136459981622658,0.021453128356499575,0.829231484198485,0.7588779611275143,0.8303833693247812,0.8686891329920928,17.159682798204084,11.508783702289469,0.016075250461016814
41,0.09477193978554399,0.11778387795950157,0.11134190538539795,0.015608124229324085,0.8825743432042756,0.8157361461840892,0.8760857046905896,0.910472979796477,9.13111433498585,3.9011475859092664,0.01691704499668478,0.13187330074163373,0.1603661515055345,0.15871447582256992,0.02120523704047252,0.8408836626158965,0.7716238450865113,0.8562132019510466,0.8604482514923482,14.86659234255401,8.821625759758925,0.015714964890843116
42,0.09264958520998826,0.11529115565440992,0.10864810647949316,0.015369394154247897,0.885037146031881,0.8185535435206249,0.8770048587659852,0.9126511595606204,9.255055547669976,4.25605946150712,0.016899962525267702,0.14930650388308372,0.17922949601613278,0.18154129329145788,0.024990927951210423,0.8222170654137583,0.7574487597235502,0.8527641810590498,0.828315277377199,19.91339787795459,14.311666995650961,0.015146129627518242
43,0.09495938994014111,0.11811665097556547,0.11151676166607201,0.015530115369979784,0.8822557951927233,0.8161006101833979,0.8742004697638999,0.9102472105256252,10.21811967351144,5.188172260615489,0.01686799958187232,0.14341007778953566,0.1743059509742669,0.17193298403462431,0.024572511157730955,0.8265383295146271,0.7586994386213589,0.8420364291964925,0.8466968839285205,19.21302516781134,12.983169449143452,0.015357099813858265
44,0.09205503138892696,0.11476367797305739,0.10804285303776898,0.014662087683540744,0.8855890427923838,0.8199631970552124,0.8788437489828518,0.913431789485909,7.962624763881637,3.135248646098654,0.01694320222790349,0.13008243852121024,0.15983050751110497,0.15383868538591125,0.023073798829507382,0.8407007433341366,0.7715955568385872,0.8483101063845417,0.8711023033716019,14.011172331680502,8.077952463118368,0.016101391787456378
45,0.09172403535351085,0.11424473084402767,0.10769041691372239,0.014749873942800683,0.8859310084752249,0.8206137099103628,0.8786188093960234,0.9124897859078206,9.21936321178971,4.192870673467153,0.016868314846109147,0.13645086420186367,0.16586451684959053,0.16400706919508937,0.022511138770376655,0.8350453223625837,0.7674308548666061,0.8507740598917719,0.855292859252831,17.560851519936836,11.568323318695242,0.015516639360921637
46,0.09091387072693563,0.11327162037214149,0.10664277829123225,0.014740548630145827,0.8870397665531408,0.821366935288523,0.8798563674978347,0.9147567894965092,8.975231101917599,3.7092848952293624,0.01686086005946291,0.14483753736621996,0.17354010907031378,0.17688964812849498,0.023328161038241788,0.8280214408291923,0.7607640011810811,0.8589367230094114,0.830080325865745,18.66858254985761,12.60852102836509,0.014339679388830505
47,0.0887442834325881,0.11054814866313116,0.10406278635246385,0.014499538521606636,0.889654240271077,0.8245465842497524,0.8825723403306271,0.9172569302068797,8.641141931948507,3.373785036962387,0.016977357470299586,0.1362284378916631,0.16654974706896986,0.16214872489587476,0.02374523449624064,0.8340153357636638,0.7646476677885315,0.8481341344578389,0.8593198782583362,16.66373199073191,9.777767692394743,0.015464724623007218
48,0.09024326553855488,0.11251532078168351,0.10583600251208428,0.014513674541450564,0.8877520462634599,0.8228800666248769,0.8796554744515775,0.9145685663362454,8.732708249020865,3.9501008492955454,0.016898444406711895,0.13319137607247886,0.16301359169970928,0.15845905439371985,0.02301157763602953,0.8378295930579472,0.7689377003658531,0.8448909250027556,0.8651582240315361,15.879263963191038,9.891807959103001,0.016128094668315753
49,0.08634993599487886,0.10777021889087696,0.1012076912699519,0.01379385174930226,0.8924585133411491,0.82753617443267,0.8838706757410748,0.9190851042297289,8.066890233235986,3.2330552872722684,0.016963995116877087,0.14441808651578927,0.17396117498792868,0.1749445256768824,0.02427901456391692,0.8273927294618895,0.7612223587305166,0.8512379530855173,0.836514535992955,19.95676415402272,14.682767410275673,0.015145277613915768
50,0.08726457285388285,0.10869805441372725,0.1024661123657833,0.013994524425705554,0.8914943717607242,0.8272050882991187,0.8832886503174305,0.9169500726960863,8.499817977210025,3.907945909202857,0.016919858123721095,0.12751541990109896,0.15520907069403758,0.15271417590229758,0.021730593618081252,0.8457131108030718,0.7767664361799462,0.8599106044663696,0.8666430683201476,14.096979453478973,7.452090329315683,0.015750962465547667
51,0.08751101458003961,0.10909988675473795,0.10276579256088063,0.013823707031444402,0.8911721386558511,0.827157054055761,0.8847348752832344,0.9170421616333863,8.390912400713713,3.482669193048956,0.01692077481511741,0.13508276128963942,0.16605472594991874,0.16081585461484432,0.02167263325733361,0.834669541070932,0.766839448302233,0.8390941183336723,0.8605855844562673,18.675585542536023,12.826378642444306,0.01550215512967957
52,0.08367757571236317,0.10458428819911089,0.09795863321361936,0.013302028692062404,0.8956407396192281,0.8323030930458089,0.8853100388811767,0.9224644926920833,7.723292359863204,3.4293602074402307,0.0169512390408331,0.14037296558899529,0.16891309933256468,0.17017835908802523,0.023681896080303196,0.8321485298337774,0.7672944432519774,0.8589727496047398,0.8413799291282259,16.81755020987564,10.84088078367661,0.015062825933930837
53,0.08354750264122111,0.10427336169729551,0.09790137403530612,0.013388035138839462,0.8959857389401248,0.8326545567484481,0.8873656340177399,0.9215838973279876,7.974741877716814,3.297436557434267,0.0169260664040771,0.13581393422674876,0.1653700218721751,0.162711999013433,0.022905618633531754,0.8354865762232018,0.7684801503966797,0.8538804835717116,0.8554706838627075,14.131107645591504,8.707987582311034,0.015222810851740959
54,0.08421123960960082,0.1051548101754181,0.09866612565915421,0.013414319167143128,0.8950368076803358,0.8319644386704707,0.8855515885469855,0.9205634447767486,7.80211172686287,3.1913742946066526,0.01702338119865752,0.12415142186942216,0.15405711096154084,0.1461856731768636,0.020271528494192864,0.8463174363282395,0.7760348622987199,0.8487365844379031,0.8806766996961017,13.15897231431782,7.042677987574926,0.01586174359781488
55,0.08165875227147616,0.10200145454967723,0.09564380073395745,0.01300324436672482,0.8982166469466879,0.8348955815901397,0.8887724060208332,0.9236314137101382,7.733622276604896,3.1812394995204465,0.016921046427382985,0.13147614790502998,0.15965018096691166,0.15805628119460208,0.021967805129016738,0.8409373251900351,0.7759648885436662,0.8509147688117493,0.8564463220826838,18.63344023516638,13.456476435585298,0.015249804191782994
56,0.0807624648918882,0.10097297052889825,0.09449801803203758,0.012870340451334613,0.8991899003665411,0.8360884989713162,0.8901678553367399,0.9250268875642925,7.386182794583048,2.8648545308096613,0.016996860201011703,0.13152442605553014,0.16077920169660673,0.15684764092880404,0.02236843144011079,0.839497131542181,0.7738781993020599,0.8439386370800172,0.862271438038964,17.872395764903974,11.616277206055631,0.015516619996976126
57,0.0809137302564845,0.10103240911456474,0.09476851685437565,0.012966792844606057,0.8990502250089736,0.8364678861726286,0.8897405293596242,0.9242415702789708,7.6585540751969825,3.3030581840746773,0.016939942880716586,0.13559766745684712,0.16824788779133915,0.15895389874372276,0.02358475176935833,0.8318889947833105,0.7629492697395466,0.8315632365661838,0.872255603260265,16.396453814911965,9.835718715582326,0.016484429993605252
58,0.07774029649403212,0.09733294718595302,0.09068628924829213,0.012663004449117094,0.9027881234406931,0.8408631939174182,0.8923050191909174,0.9286620622831742,7.071286459485967,2.74245179678063,0.01703083598530376,0.12791132071118191,0.15792198072091748,0.15073191339512187,0.022248804607112645,0.8424733249220067,0.7730582903229696,0.8405180331809846,0.8781967278274315,14.299633115983857,6.999870546909078,0.0168024440707289
59,0.07936894365176203,0.0989808964615596,0.09305309159577556,0.012776735525789992,0.9012370333397878,0.8388692424441233,0.8926400117181783,0.9253630315547332,6.969873709051153,2.4884472051795243,0.016947436469115045,0.13249703276111938,0.1623997551967713,0.15751295471433763,0.022659734060119226,0.8379505992114347,0.77203288609912,0.8447112625046321,0.8632007089322632,16.643655028893864,10.993353552033717,0.015555638347180361
60,0.07971715449291875,0.09975381206442707,0.09317333804404981,0.012731466229874729,0.9002895099808468,0.8381445750131583,0.8900113079165669,0.9263077883188892,7.161327848427628,2.6501427350124107,0.01700871898653548,0.12478168950128586,0.1542018901135446,0.1466207628480361,0.02226313013995239,0.8459448527721054,0.7771622073378606,0.8457463944816541,0.8797924059633484,13.488692928237963,8.193612295982952,0.015862653703253887
61,0.07770752165472469,0.0973220489172943,0.09068250767945864,0.01252848846476602,0.9028642510083985,0.840844932301864,0.8926799769768422,0.9289368269530337,6.618742009332357,2.3902038703640023,0.017037956106837056,0.12611822916722584,0.15428291759163784,0.14875235846869675,0.02452058480192198,0.8461048605993536,0.7781222596559504,0.8508510292460153,0.8742443482340433,14.695090734262758,8.728227281290565,0.016387765177615404
62,0.07738017399272687,0.09675774850981793,0.09038083685979555,0.012623692335840759,0.9035263613263751,0.8415863835015452,0.8943500983660573,0.9282309381962509,7.120469033907571,2.6639695111295065,0.016980456760258562,0.12831542683052896,0.15586588850772667,0.15247579791797314,0.024893750046975107,0.8449228650585897,0.7753344232952948,0.858303764834887,0.8675763735845257,13.701200539388028,7.580045856800176,0.016310425579245322
63,0.07506358526848458,0.09383902490991856,0.08778448464950052,0.01207090162199038,0.9063626656437764,0.8444701222866097,0.897291837171131,0.9300624192008788,6.466363444952774,2.0231980963717278,0.01702553954612504,0.12124289094152112,0.15092948779672044,0.14139821886864823,0.02155903374360285,0.84890661865313,0.7776824390543856,0.8411503399655301,0.8890003187738786,13.05223052710446,7.002206674630418,0.01654718854100571
64,0.07530357385844892,0.09394393003233287,0.0882541687575736,0.012121664692125089,0.9062515343172858,0.8450370751409868,0.8983987080149802,0.9293077154982442,6.348890065351111,2.2849525808968307,0.016946927196117092,0.1287419810805948,0.16012312852442642,0.14960373394674084,0.02425617236777752,0.8398563176908429,0.7681684362667167,0.8335679830071854,0.885432466231755,14.91702925629422,7.365490246861984,0.01712626733150579
65,0.07630927265104978,0.09542602550812859,0.08916369208470816,0.012366922136872936,0.9046393978184298,0.843411115738609,0.8952300709841713,0.9292288684860247,6.6585143236165125,2.319042473339913,0.01699764108627523,0.13009447280170805,0.15674891465803872,0.1570733911351903,0.022827743172167483,0.8442423029301945,0.7767432353382195,0.8681495750604663,0.8557180857649657,15.026368954611309,9.476057430100509,0.015159297110465578
66,0.07347590007207731,0.09175857479886902,0.08605790949398459,0.011746525945103415,0.9083257687205327,0.8476475453129992,0.8994248000663534,0.9308922294023909,6.601271659173711,2.4948307288619964,0.01695713205695228,0.12654525732675986,0.15485264900527432,0.15026663060109527,0.02248771397841874,0.8457355313000543,0.7755166292584199,0.8566078585610852,0.8707457821892554,12.190431865490028,6.273159748907697,0.016082724943983977
67,0.0744437199393924,0.09320306063456452,0.0868079965179031,0.012196478870621807,0.9069248628100552,0.8462769062396758,0.8965718148325543,0.9316584958008426,6.531770285117118,2.382479300240537,0.016989769180792574,0.1212294280784633,0.1509815079587236,0.1405245972255285,0.023134923368169344,0.8492028818890687,0.7784135220686796,0.8435828779309318,0.8951735441220876,12.601567161037837,5.137209446599641,0.01718360397416323
68,0.0724964430309915,0.09075951310902218,0.08457944158150775,0.011804299863663891,0.9093607282213203,0.8486693648399916,0.89905571580306,0.9326971933724674,6.254579540088687,2.307721535694766,0.01701588761025906,0.12218283883176431,0.15349023792007524,0.13898926291714175,0.025955186349433272,0.8460678515508826,0.7730136664499552,0.8273544343882189,0.9035998088565166,15.31656426554404,6.427933660662038,0.017580700404752934
69,0.07285826749009908,0.09126877020955654,0.0848798492944108,0.011994092688164325,0.9087917143340177,0.8483203757913065,0.8988790877435012,0.9332275323475885,5.96392206443167,1.8712274715640669,0.017038989203490045,0.13319131173193455,0.1611824402966675,0.16041608505055138,0.022759497429574383,0.8396208940447428,0.7748039450530698,0.8546109955036151,0.8524034087460362,17.558266619286563,12.479358284091246,0.015197192351830187
70,0.07245661834216365,0.09055665756067904,0.0848017512899135,0.011566268574092566,0.9095705413713524,0.8496182889015237,0.9007997878059514,0.9320618631536647,5.919639792286206,2.0869722583207424,0.016985277877972525,0.1311055601372122,0.15977600894707433,0.1560830142173864,0.02380974355344264,0.8406641630889209,0.7718760595979459,0.8548619761341799,0.8630226128723073,13.889585938096651,7.749824025899852,0.015553450221337643
